snapped_at,price,market_cap,total_volume
2017-12-20 00:00:00 UTC,1089.36710826119,0.0,549285.04079589
2017-12-21 00:00:00 UTC,1514.26003115432,0.0,1620.25823333512
2017-12-22 00:00:00 UTC,873.829215655813,0.0,34285.5631054715
2017-12-23 00:00:00 UTC,1042.82086461945,0.0,199742.109291662
2017-12-24 00:00:00 UTC,1240.92627853925,0.0,71416.7986868368
2017-12-25 00:00:00 UTC,1581.32764335045,0.0,86988.4267093763
2017-12-26 00:00:00 UTC,1225.30416072998,0.0,279901.099817011
2017-12-27 00:00:00 UTC,1148.85741564924,0.0,167952.432364894
2017-12-28 00:00:00 UTC,1073.7514622109,0.0,49628.4013124945
2017-12-29 00:00:00 UTC,1079.05724785456,0.0,26107.2787195864
2017-12-30 00:00:00 UTC,1017.07005329947,0.0,10338.6330802043
2017-12-31 00:00:00 UTC,1009.35899719892,0.0,173467.202362066
2018-01-01 00:00:00 UTC,1090.00686388653,0.0,18622.7121071423
2018-01-02 00:00:00 UTC,1117.46112055627,0.0,33154.551219294
2018-01-03 00:00:00 UTC,1152.9711252514403,0.0,17872.05451293988
2018-01-04 00:00:00 UTC,1021.2134904961083,0.0,46253.92566175491
2018-01-05 00:00:00 UTC,1125.1693672113006,0.0,39697.87527176375
2018-01-06 00:00:00 UTC,1368.3534054385113,0.0,14825.568004478564
2018-01-07 00:00:00 UTC,1466.645856011889,0.0,57340.33738997822
2018-01-08 00:00:00 UTC,1376.0701512548856,0.0,93388.61251221401
2018-01-09 00:00:00 UTC,1500.6861184529948,0.0,119310.05920726921
2018-01-10 00:00:00 UTC,1136.1938351196568,0.0,111762.8530987674
2018-01-11 00:00:00 UTC,1301.3224060538419,0.0,39800.52339276354
2018-01-12 00:00:00 UTC,1408.7445306002385,0.0,31655.094726981457
2018-01-13 00:00:00 UTC,1640.9677514792957,0.0,92908.31568415379
2018-01-14 00:00:00 UTC,1464.618604974816,0.0,57847.74278155071
2018-01-15 00:00:00 UTC,1218.746545143824,0.0,42534.04400557004
2018-01-16 00:00:00 UTC,1126.0845404966565,0.0,123674.68271187559
2018-01-17 00:00:00 UTC,1108.2029352950472,685122084.2815865,39273.95217585306
2018-01-18 00:00:00 UTC,1559.9881116401477,964428330.2830653,290680.18472376565
2018-01-19 00:00:00 UTC,1560.428360345593,964700504.3597354,107699.35898493671
2018-01-20 00:00:00 UTC,1798.7046133748158,1112009555.7174857,87888.34771860632
2018-01-21 00:00:00 UTC,1627.1574387337373,1005954289.0334809,95265.26206507154
2018-01-22 00:00:00 UTC,1561.1736518331195,965161264.4254858,87563.54156037694
2018-01-23 00:00:00 UTC,1557.3889233463376,962821439.3025596,197845.54333991188
2018-01-24 00:00:00 UTC,1589.3745244188422,982595833.482412,30553.270778377544
2018-01-25 00:00:00 UTC,1486.2758872432223,918857369.2186028,35151.397168789386
2018-01-26 00:00:00 UTC,1480.7689158230578,915452805.2914573,16124.269138877846
2018-01-27 00:00:00 UTC,1404.8949461470088,868545392.7665731,16990.48462281466
2018-01-28 00:00:00 UTC,1494.3249126029318,923833502.0686853,125378.61027308136
2018-01-29 00:00:00 UTC,1432.8769091850154,885844625.8116336,18221.312838763195
2018-01-30 00:05:10 UTC,1429.383773894245,883685071.7670914,18182.6484243204
2018-01-31 00:00:00 UTC,1323.1264334339946,817993808.6890316,38039.48846443333
2018-02-01 00:00:00 UTC,1353.8940597946664,837015216.7987369,14352.538565753885
2018-02-02 00:00:00 UTC,1252.205643253163,774148590.4171165,26865.258428224897
2018-02-03 00:00:00 UTC,1155.2785567706258,714225551.5951904,210577.84435290843
2018-02-04 00:00:00 UTC,1167.8387523231188,721990616.1712171,10014.95355379216
2018-02-05 00:00:00 UTC,1073.6581850464838,663765552.4249177,17132.13908566267
2018-02-06 00:00:00 UTC,764.1315016144791,472407489.9801162,15972.96870157365
2018-02-07 00:00:00 UTC,895.1695074789933,553418854.269723,35968.152041862624
2018-02-08 00:05:09 UTC,925.3252182152464,572061959.0067754,27475.91106993734
2018-02-09 00:00:00 UTC,997.9235645752053,616944289.4802,9185.831504614098
2018-02-10 00:00:00 UTC,1091.628667140452,674875407.6289074,26352.691283026263
2018-02-11 00:00:00 UTC,1056.1064663603543,652914588.4850291,5371.416804804246
2018-02-12 00:00:00 UTC,1005.9560722727498,621910210.6490376,6175.357693533437
2018-02-13 00:00:00 UTC,1050.989599805277,649751198.3084168,9655.11738402933
2018-02-14 00:00:00 UTC,1030.1369322488965,636859495.3503708,1390.488916521382
2018-02-15 00:00:00 UTC,1098.041524899023,678840015.8552732,8222.45475898553
2018-02-16 00:00:00 UTC,1164.190952550789,719735444.2135693,7282.568361334384
2018-02-17 00:00:00 UTC,1158.3483498004293,716123383.6004199,22279.002321288466
2018-02-18 00:00:00 UTC,1141.7106982691848,705837521.5695616,10650.857736522677
2018-02-19 00:00:00 UTC,1083.7855770227786,670026589.7116383,47775.29216656662
2018-02-20 00:00:00 UTC,1129.200293591923,698103239.1067473,22204.775221069965
2018-02-21 00:00:00 UTC,1081.5284781528608,668631187.9914869,21899.21190018485
2018-02-22 00:00:00 UTC,963.4497051742961,595631584.3304948,19100.614603196245
2018-02-23 00:00:00 UTC,964.8077341695846,596471155.880194,19124.802960911948
2018-02-24 00:00:00 UTC,995.0070267865774,615141204.1562122,1617.0937310298598
2018-02-25 00:00:00 UTC,981.0285034574989,606499289.6355226,37012.72659285849
2018-02-26 00:00:00 UTC,1021.2723269885873,631379148.1695004,9628.36122774669
2018-02-27 00:00:00 UTC,1023.7569874182283,632915234.8175964,2644.292173502054
2018-02-28 00:00:00 UTC,1043.0338942853432,644832758.3962392,338.4791376462465
2018-03-01 00:00:00 UTC,1059.9020658844343,655261134.387602,9198.49006064582
2018-03-02 00:00:00 UTC,1034.231355934124,639390782.7164415,470208.3603145443
2018-03-03 00:00:00 UTC,1020.1714465435233,630698553.0537094,437495.02620859933
2018-03-04 00:00:00 UTC,1016.9502802439016,628707137.8546268,364479.6391151956
2018-03-05 00:00:00 UTC,959.9161459733938,593447039.0928392,292109.8873180609
2018-03-06 00:00:00 UTC,963.4857435525091,595653864.2649806,427779.2893678547
2018-03-07 00:00:00 UTC,959.9349035520502,593458635.5531769,230547.92677542675
2018-03-08 00:00:00 UTC,855.9506088789126,529172633.0259924,356582.641427792
2018-03-09 00:00:00 UTC,841.6183803055607,520312048.01954615,230045.89829180954
2018-03-10 00:00:00 UTC,825.2571461663724,510197074.9601441,274714.6192646103
2018-03-11 00:00:00 UTC,798.1063016072397,493411662.63004065,1326072.428800438
2018-03-12 00:00:00 UTC,833.2291737074358,515125605.6028006,776625.4453843635
2018-03-13 00:00:00 UTC,814.7533508680959,503703334.6004812,825316.2703233077
2018-03-14 00:00:00 UTC,811.4132648249076,501638399.886173,515747.31957221293
